,serviceCategories,versions,servicePrices,name,editor,short_description,description,number_if_subscription,serviceClass,main_serviceCategory,rating,task_name,keywordMainCategory,keywordName,keywordServiceCategories,eneable,deployment_type,eneable_trial,trial_period,configs,main_version,haveAndroidApp,haveIOSApp,benefits,gain_creators,pain_relievers,objectId,eneable_demo,rank,url_demo
27,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Y75plfloDh'}, {'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '3qMFRyth3m'}]",['2'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",DokuWiki,DokuWiki Community,A simple to use and highly versatile wiki software that doesn't require a database.,"DokuWiki is a customisable cross-platform software written in the PHP programming language that does not require a database. It is a file-based wiki that keeps your written work in text files that fit into a one-screen cheatsheet. You can generate, upload and update content in plenty of ways by using the built-in visual editor.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}",4.0,dokuwiki,['collaboration'],['dokuwiki'],"['software', 'development', 'devops', 'tool']",True,Fully Automated,True,14.0,"[{'name': 'Admin Account UserName', 'value': 'admin'}, {'name': 'Admin Account Password', 'key': 'pwd'}]",,False,False,"['Enjoy total revision control and access to revision history with complete transparency over the changes made.', 'Publish vast amounts of information and content including multimedia files with ease.', 'Customise Dokuwiki’s code to your needs and store and publish your text files in a manner suited to your specific requirements.', 'Install it with minimal complexity and hassle - it’s known to be extremely intuitive and easy-to-use.', 'Leverage its full suite of features with a system setup available in 50 languages.']","['Maintain, backup and integrate text files with ease through the support of intuitive controls and tools.', 'Eliminate the use of multiple platforms and systems - make DokuWiki your one-stop-shop for everything through its customisable code.', 'Leverage the functionality of multiple extensions by integrating them onto this platform.', 'Enjoy text file management even in the absence of sophisticated devices or computer systems - Dokuwiki boasts low system requirements.']","['Eliminate the worry of not being able to revert to older versions of your text files.', 'Dispel the inefficiencies of traditional content updates - make changes to your text files as and when you need them.', 'Easy use of a highly functional content management platform even in the absence of sophisticated technical or IT skills.']",AuWqrN86vc,,,
28,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7wMgClbVFv'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6KcY3aepXm'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'KhwnCxmIAY'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '64113sv769'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ChUkRUSaMz'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eQ52JrL48l'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'X8FxLOm0hQ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ybRJZG2d7Y'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '477MFyfDE0'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'v45SSmGMPh'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '3AcVWfiNVP'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'w0UAWUnRzb'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'x5yPT8XlqL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sixXPFvKb0'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'zgVyBN2Ugc'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TQT1EUYJsF'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '4HZ3YHDlx9'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '4V77wicl0p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '48IAI2NnDc'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'e8heff4SGk'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'VxbUmvcBCI'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '0JdXHTANBl'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'YXdAt2spLD'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'aFhajvqKqJ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'bZOgG4jx2S'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'aBp1oAbkg1'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '26Fih8xVaf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'J8muFeW3zc'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'EeHIB1lZt2'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'pqiPU5Nmno'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'CEzqW1KZCy'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6hVSzfLsCs'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Zt39MjuudZ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eqJXgsrB3G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'jfEn9xyWy6'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'jMaHWeW8vX'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'INAAQQmqA1'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eFWvFSafej'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RcL6PyZnby'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '0glGXCQhtt'}]",SSL & SECURITY  ,,SSL & SECRITY short descriptiion,SSL & SECRITY description,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'wO6bs4dHXV'}",,,ssl_security,,,,True,Not Automated,,,,,,,,,,oJqcJ3RqmF,,,
29,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'EpKYNatgiA'}]",['7.0.1'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'S7143GMweM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '4Q1ZU3K9JG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '2VuPFFFfEW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '9ZSLOxD6Qe'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7IQOMYgNjp'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Goh1jQ3AIG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kiCubqkRdZ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'B4NhELGUWs'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SA0Ae3Z8mt'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SMdv6WUGrX'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'iUkjzyA2FE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ygPE8tm2ZQ'}]",Dolibarr,Dolibarr ERP&CRM,Dolibarr ERP & CRM is a modern and easy to use software package to manage your business.,"Dolibarr is an all-in-one ERP and CRM software with outstanding adaptability and scalability, which enables customers to oversee and manage every aspect of their business project’s cycle. The intuitive interface is easy to use, light, and high performing. It is also available for smartphones.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'EpKYNatgiA'}",4.0,dolibarr,"['enterprise', 'resource', 'planning']",['dolibarr'],"['enterprise', 'resource', 'planning']",True,Fully Automated,True,14.0,"[{'name': 'Admin Account Username', 'key': 'email'}, {'name': 'Admin Account Password', 'key': 'pwd'}]",,True,True,"['Ability to customise your ERP enabling only the features you wish to have.', 'Upgrade to the latest version at anytime without losing your data.', 'Extendability through add-ons without the need for any coding development using the modular builder assistant.', 'Can be installed as a stand-alone application, or an online application on a mutualised, dedicated or virtual machine.', 'Supports a lot of country-specific features.']","['No heavy framework: Makes it easier to develop and maintain the application.', 'Can be localised: Ability to be used across many languages.', 'Data export and import: Supports CSV and Excel file formats.']","['When installed as an online application: Can be accessed from anywhere, on any device, at anytime.', 'Eliminate costs: It’s a license free software.', 'Ability to make your own custom developments: Increases the extendability of the application.']",8EdDdrAQNK,,,
30,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}]",['5.8.4.2'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'WyRlkmAw6G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SykQsRCcZr'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7XmSL7PCvS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Gyn4DtR4zW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ouCAcAFddE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'JBHAIK5ehS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6zWR9BSb9p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Dz5hgZZ3pf'}]",Concrete 5,Dev Team,Concrete5 is an open-source content management system (CMS).,"With Concrete5’s reputable and stable site development solution, CMS options are brought to a higher level, ticking all the feature boxes despite the device you access it on. Building a great website is therefore easy with Concrete5. The platform also provides numerous add-ons and integrated capabilities like SEO.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}",4.5,concrete,"['content', 'management', 'system']","['concrete', '5']","['content', 'management', 'system']",True,Fully Automated,True,14.0,"[{'name': 'Database Host', 'key': 'k8sAppName'}, {'name': 'Database Name', 'value': 'concrete'}, {'name': 'Database User', 'value': 'concrete'}, {'name': 'Database Password', 'key': 'pwd'}]",,False,False,"['Allows in-context editing with no coding required.', 'Responsive themes employing latest HTML, CSS and Javascript techniques.', 'Its built-in style editor allows you to design your template to match your requirements.', 'Easily create forms and surveys without having to code them.', 'Drag and drop content easily onto the platform.']","['Track user sessions on your dashboard: Learn the number times your website has been visited.', 'Access controls: Create users by defining their access levels.', 'Optimized for search: No add-ons required.']","['Identifies spam: Avoid spammers from commenting on your blogs.', 'Save/approve: Its content workflow allows users with limited access to enter content that needs to be approved before being uploaded.', 'Training and community support: You can always find help through trainings and the active online community.']",LBUUyONXfX,,,
31,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}]",['2.2.5'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'WyRlkmAw6G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SykQsRCcZr'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7XmSL7PCvS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Gyn4DtR4zW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ouCAcAFddE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'JBHAIK5ehS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6zWR9BSb9p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Dz5hgZZ3pf'}]",Magento,"Magento, Inc",Magento is an open-source e-commerce platform written in PHP.,"Magento is the ultimate e-commerce store development platform that is suitable for any PHP web hosting. Its ability to work with an enormous amount of clients, products and traffic while providing top-notch security is the reason why an estimated 20 per cent of all e-commerce stores use Magento’s software.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}",4.0,magento,"['content', 'management', 'system']",['magento'],"['content', 'management', 'system']",True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'magento'}, {'name': 'MySQL Database User', 'value': 'magento'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",,False,False,"['Magento is free for all its customers.', 'Easy to customise, deploy, and use.', 'Provides enhanced security across the platform.', 'Does not require you to have a technical background.', 'Optimised across native desktop and mobile devices.']","['Search friendly: Magento creates search friendly URLs.', 'Mobile responsive: Can be easily configured on mobile.', 'Manage target-specific pricing: Display specific prices for specific groups of customers.']","['Cross-browser support: Ensures your customers an equal experience no matter the browser they log in from.', 'Magento security scan: Allows you to easily perform a security check on your store to get a real-time security status.', 'Easy to use interface: No coding required.']",YFyAPxf0Ni,,,
32,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '98VGEW2nSt'}]",['9.3.0'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",GLPI,Teclib' & contributeurs,GLPI is a free software for managing IT services and support services.,"GLPI is a free, easy-to-use incident control software tool that allows multi-channel access for better user experience. Its fully-featured asset management software provides end-to-end solutions through maintenance management, supplier management, configuration management, cost tracking, time tracking for open tickets and a comprehensive dashboard that displays all relevant performance metrics.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '98VGEW2nSt'}",4.5,glpi,"['help', 'desk']",['glpi'],"['help', 'desk']",True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'glpi'}, {'name': 'MySQL Database User', 'value': 'glpi'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",,False,False,"['Allows to manage multiple devices in different parts of the world through a single system with or without an agent.', 'Gain real-time updates on software, license, and lifecycle on all your IT inventory and assets.', 'Its service assistant module meets ITIL v2 standards.', 'GLPI has a native mechanism to detect duplicated data.', 'It provides inventory statistics and a helpdesk.']","['Track inventory statistics on your dashboard: No matter where the devices are located, you can still track them on our easy-to-use dashboard.', 'Access controls: Create multiple users while managing their permission to access.', 'Manage a knowledge base and frequently asked questions: Effortlessly create articles using its WYSIWYG editor.']","['Allows configuration and use of antivirus software to protect your system.', 'Cloud-based software: Gain access from any device, at any time, from anywhere as long as you have an internet connection.', 'Eliminate costs: License-free software.']",ImR9eQMZ6k,,,
33,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '9qHtICqcoJ'}]",['3.14.8'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",LimeSurvey,"LimeSurvey, Inc",LimeSurvey is a statistical survey and online form creation software.,"LimeSurvey is an online survey software that enables you to create simple questionnaires to advanced assessments. The software supports 80 different languages and 28 different types of questions. Its ability to manage large numbers of quota helps you in creating a bigger target group.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '9qHtICqcoJ'}",4.0,limesurvey,['survey'],"['lime', 'survey']",['survey'],True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'limesurvey'}, {'name': 'MySQL Database User', 'value': 'limesurvey'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",,False,False,"['Secure hosting in a server in a country of your choice out of Germany, USA, Canada, Australia and the UK.', 'Ability to create statistics and graphs inside the software itself.', 'Facilitates pen-and-paper surveys where the data can be added manually later to the system to process.', 'Ability to anonymise responders to receive more responses.', 'Analyse scores using LimeSurvey’s in-built assessment score system.']","['Automatic bounce handling: Invalid email addresses will not be invited again.', 'Access controls: Create multiple users while managing their permission to access.', 'Analyse surveys easily: Gain access to responses and analyse them on the software itself.']","['Save time on rewriting questions: Questions and answer options that have been used earlier can be copy-pasted easily.', 'Cloud-based software: Gain access from any device, at any time, from anywhere as long as you have an internet connection.', 'Eliminate costs: License-free software.']",LobvWDl8Jy,,,
34,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'HMFAL7N1yK'}]",,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'prBlW9GMpA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'CuYOUoKqX0'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '0eSSww5jud'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'yMmOf4BECB'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'NC4zcAO1dF'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'WKSzPp4S6g'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6HiEeL2Xtq'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'HmPOol0jxA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'J1Sm39Ebvr'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'BiCG5iNmna'}]",Virtual Private Server,,Vps short description,Vps description,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'nmjhEmvfgq'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'HMFAL7N1yK'}",,vps ,"['virtual', 'private', 'server']",['vps'],"['virtual', 'private', 'server']",True,Not Automated,,,,,,,,,,41SOBgfSTA,,,
35,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '9qHtICqcoJ'}]",['2.4'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",SurveyProject,W3DevPro,"A free, web-based revolutionary tool to create and publish custom surveys in minutes.","Survey Project is a free, open source web application used to create, design, publish and administer surveys, web forms and questionnaires",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '9qHtICqcoJ'}",4.0,surveyproject,['survey'],['surveyproject'],['survey'],True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'survey'}, {'name': 'MySQL Database User', 'value': 'survey'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",,False,False,,,,QWozA4VFZp,,,
36,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}]",['3.2.2'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",phpBB,phpBB Limited,"An internet forum software that is easy to use, powerful, and highly customisable.","phpBB is an open-source bulletin board platform that allows people to exchange messages, upload attachments, use chat rooms, create groups, or on a bigger scale, configure this highly customizable software into a large multi-category corporate website. By still being regularly visited and used as a forum, it is a useful tool to engage and create a sense of community around your site.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}",4.0,phpbb,['collaboration'],['phpbb'],['collaboration'],True,Partly Automated,True,14.0,"[{'name': 'Admin user', 'value': 'admin'}, {'name': 'Admin password', 'key': 'pwd'}]",,False,False,"['It’s free of charge - no subscription or license fees are required.', 'It does not require developing code changes to make personalised modifications.', 'The functionalities are designed in separate folders which are simple to upload and activate.', 'The software’s update process is straightforward: All is done by replacing the core files with the new ones.', 'It is a highly customisable, extendable and secure environment in which you can explore your interests and reach your goals.']","['Superb security: All passwords are hashed (phpass) before getting stored in the database.', 'Built-in anti-spam control: Latest CAPTCHAs, limitations of the quantity to receive private messages/posts, user suspension/banning, configuring approvals and much more.', 'Storage and data management: Extensive selection of database storage servers such as MySQL, Microsoft’s SQL Server, the highly scalable Postgre SQL, and Oracle.']","['High performance: phpBB utilises a complex, multi-level cashing system to make sure it delivers outstanding performance for the end-user.', 'Personalise your board: There is no limit to the list of personalisation tools and methods you have at your disposal when using the phpBB platform.', 'High-powered search system:\xa0You can use the phpBB’s search tool to your personal and business advantage.']",BDwnYYHs6i,,,
37,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'rGIvTPetST'}]",['3.0'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",ORO CRM,"Oro, Inc",Oro is an open source customer relationship management.,"Oro is an open source customer relationship management, comes out-of-the-box with rich features for optimizing conversions, growing sales, and improving customer satisfaction.",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'rGIvTPetST'}",4.0,orocrm,"['customer', 'relationship', 'management']","['oro', 'crm']","['customer', 'relationship', 'management']",True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'orocrm'}, {'name': 'MySQL Database User', 'value': 'orocrm'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",,False,False,,,,zM9QyqPRNC,,,
